model	abbrev	name	lhs	op	rhs	Unstand_Est	Unstand_SE	STD_Genotype	STD_Genotype_SE	STD_All	p_value
B	Case-Comm	Case-Community	COMM	=~	CommAppDec	0.09337355712764779	0.0145177473748151	0.4265487734903271	0.0663199628562957	0.4265490898986855	1.2619825684494322e-10
B	Case-Comm	Case-Community	COMM	=~	CommAppInc	0.15375974797776926	0.0184100078060419	0.4220940255613889	0.0505382732617946	0.42209395798830857	6.713633807385249e-17
B	Case-Comm	Case-Community	COMM	=~	CommSleDec	0.1596984357651745	0.0160265083858224	0.6241519075470447	0.0626366757732012	0.6241520379853464	2.176542435443446e-23
B	Case-Comm	Case-Community	COMM	=~	CommSleInc	0.21719253721325385	0.0200727650128311	0.7083018022623658	0.0654607045993558	0.7083020094995874	2.7599318293196762e-27
B	Case-Comm	Case-Community	COMM	=~	CommFatig	0.14987264529995986	0.0194537543233191	0.5619714019028869	0.0729449469532729	0.5619715273163015	1.3182292181445603e-14
B	Case-Comm	Case-Community	COMM	=~	CommGuilt	0.15229476456009508	0.013247221792589	0.585919891393343	0.0509656911062473	0.5859200855192279	1.3760457964179688e-30
B	Case-Comm	Case-Community	COMM	=~	CommConc	0.16619033343961204	0.0156285591775717	0.731850726859524	0.0688233695134371	0.7318496219712645	2.0757341670038786e-26
B	Case-Comm	Case-Community	COMM	=~	CommSui	0.11557612019958396	0.0129226950665063	0.597830340661614	0.0668441153768453	0.5978298444532488	3.7650827659496717e-19
B	Case-Comm	Case-Community	COMM	=~	UkbDep	0.1830266962171104	0.0116629121016555	0.8635027912038694	0.0550245017399851	0.8635017038775349	1.687412569042658e-55
B	Case-Comm	Case-Community	COMM	=~	UkbAnh	0.19572278378565525	0.01164756689767	0.8846214943531358	0.0526442900796234	0.8846210308785427	2.2909726355736687e-63
B	Case-Comm	Case-Community	CaseAppDec	~~	CaseAppDec	0.10142805806739588	0.0283715666132436	0.9961619058913185	0.278647841901532	0.9961643637947654	3.5024170074042743e-4
B	Case-Comm	Case-Community	CaseAppInc	~~	CaseAppInc	0.1179359980509732	0.0288471258973614	0.8916674241130055	0.218101359457594	0.8916676090520006	4.34526922035522e-5
B	Case-Comm	Case-Community	CaseSleDec	~~	CaseSleDec	0.08335110514109262	0.0365882345465161	0.957650278800119	0.420372761443901	0.9576481148493309	0.02272151891667325
B	Case-Comm	Case-Community	CaseSleInc	~~	CaseSleInc	0.05356912995915148	0.0282047822571284	0.8805494368028773	0.46361862775649	0.8805499089661586	0.0575260351712651
B	Case-Comm	Case-Community	CaseMotoInc	~~	CaseMotoInc	0.03454470338380821	0.0183443494478237	0.8749661885074161	0.464639408766444	0.874966037344054	0.05968342751487158
B	Case-Comm	Case-Community	CaseMotoDec	~~	CaseMotoDec	0.024088189595216275	0.0215546279514607	0.904359229986717	0.809237728979161	0.9043637911545956	0.26376289858641744
B	Case-Comm	Case-Community	CaseGuilt	~~	CaseGuilt	0.037239442954316325	0.0497442157503838	0.5047459167045129	0.674236174733393	0.5047480126997482	0.4540871447729047
B	Case-Comm	Case-Community	CaseSui	~~	CaseSui	0.027411276557513055	0.0302614161802081	0.3967519652762367	0.437991436314842	0.39675266229130823	0.3650332228680068
B	Case-Comm	Case-Community	CommDep	~~	CommDep	0.02157222820690389	0.00408053844061364	0.24841424874271734	0.0469895686150624	0.24841415067541997	1.2460175098528406e-7
B	Case-Comm	Case-Community	CommAnh	~~	CommAnh	0.012340915834977153	0.00318257747772367	0.14450426423841672	0.0372659522006912	0.14450411914976066	1.0547107957049045e-4
B	Case-Comm	Case-Community	CommAppDec	~~	CommAppDec	0.039200697548087075	0.0081249710122061	0.8180546602614387	0.169555515848078	0.8180558739066031	1.4020117727111157e-6
B	Case-Comm	Case-Community	CommAppInc	~~	CommAppInc	0.10905669736733996	0.011828384929488	0.821836953765685	0.0891370854304301	0.821836690629764	2.9733729529507705e-20
B	Case-Comm	Case-Community	CommSleDec	~~	CommSleDec	0.03996326926032299	0.0114616639332118	0.610433978335788	0.175076278610209	0.6104342334787388	4.890378275848234e-4
B	Case-Comm	Case-Community	CommSleInc	~~	CommSleInc	0.04685475626177134	0.01361153618074	0.4983079717457023	0.144761865133042	0.49830826333884626	5.768269732749953e-4
B	Case-Comm	Case-Community	CommFatig	~~	CommFatig	0.04866211799571986	0.0135044957924875	0.6841876971096571	0.189872485140083	0.6841880024857835	3.1408001792172655e-4
B	Case-Comm	Case-Community	CommGuilt	~~	CommGuilt	0.044366912116997226	0.00695525662022404	0.656697218233675	0.102948376421236	0.6566976533851406	1.7836015350197362e-10
B	Case-Comm	Case-Community	CommConc	~~	CommConc	0.023947022076191676	0.00824271541673993	0.46439753303814385	0.159846938535017	0.4643961308205172	0.003669779181004199
B	Case-Comm	Case-Community	CommSui	~~	CommSui	0.02401705273607648	0.00545240403998835	0.6426005438172044	0.145884192355453	0.6425994770810043	1.0585434189923664e-5
B	Case-Comm	Case-Community	UkbDep	~~	UkbDep	0.011427641720385726	0.0052876697012327	0.2543654479962674	0.117696243896811	0.2543648074005939	0.030680916169382517
B	Case-Comm	Case-Community	UkbAnh	~~	UkbAnh	0.010644353679232518	0.00538740557573442	0.21744585957761295	0.11005551984112	0.21744563172738435	0.048179163445662504
B	Case-Comm	Case-Community	CASE	~~	COMM	-0.6265240331774039	0.143636725712728	-0.626529544561925	0.143639876820513	-0.626529544561925	1.2895832764929209e-5
B	Case-Comm	Case-Community	CASE	~~	CASE	1		1		1	NA
B	Case-Comm	Case-Community	COMM	~~	COMM	1		1		1	NA
C	Depr-Gate	Depression-Gating	MDD	=~	CaseAppDec	0.020832455952103365	0.0310342586569393	0.06528718951114942	0.0972584702417105	0.06528727790731496	0.5020467128858535
C	Depr-Gate	Depression-Gating	MDD	=~	CaseAppInc	-0.09769933944705178	0.0323463118996354	-0.26863870105651355	0.0889411566290935	-0.2686387353376534	0.002524271637466716
C	Depr-Gate	Depression-Gating	MDD	=~	CaseSleDec	-0.054270069389307535	0.0315022328281557	-0.18395232862185415	0.106779476060293	-0.18395231147024924	0.08493605410184435
C	Depr-Gate	Depression-Gating	MDD	=~	CaseSleInc	-0.060571388872286844	0.0290724354054604	-0.24557578711677294	0.117869240703582	-0.24557578859878482	0.03720889875073276
C	Depr-Gate	Depression-Gating	MDD	=~	CaseMotoInc	-0.05815727419965346	0.0242184790191984	-0.2926914358961301	0.121885932788016	-0.29269146108837213	0.016334281233098425
C	Depr-Gate	Depression-Gating	MDD	=~	CaseMotoDec	-0.040384316407010436	0.02666648290302	-0.24744454845841704	0.163393037477266	-0.2474446327466223	0.12991876656777213
C	Depr-Gate	Depression-Gating	MDD	=~	CaseGuilt	-0.14264249752631347	0.0420351895947236	-0.5251486779516263	0.154756044404115	-0.5251489615886203	6.90290476719888e-4
C	Depr-Gate	Depression-Gating	MDD	=~	CaseSui	-0.1534485683201168	0.0304133242827803	-0.5837827738881102	0.115705030791298	-0.5837827694884378	4.5248156207402776e-7
C	Depr-Gate	Depression-Gating	MDD	=~	CommDep	-0.18797207646280978	0.0161178282318245	-0.6378746974527	0.0546951209433214	-0.6378747257595985	1.9844071651135065e-31
C	Depr-Gate	Depression-Gating	MDD	=~	CommAnh	-0.21517538142703294	0.0149027842364667	-0.7363085856429042	0.0509957957231987	-0.7363087816357424	2.9577753794075575e-47
C	Depr-Gate	Depression-Gating	MDD	=~	CommAppDec	-0.10996807395385554	0.0158326066776719	-0.5023557441245021	0.0723264899293841	-0.5023556619244055	3.766661849820749e-12
